id,title,country,points,price,province,variety,winery,count,counts
12882,Fattoria di Grignano 2011 Pietramaggio Red (Toscana),Italy,86,11.00,Tuscany,Red Blend,Fattoria di Grignano,1726,726
12883,Castello Romitorio 2011 Brunello di Montalcino,Italy,92,0.00,Tuscany,Sangiovese,Castello Romitorio,524,430
12884,Palmina 2011 Alisos Red (Santa Barbara County),US,91,32.00,California,Red Blend,Palmina,1726,528
12885,Penley Estate 2011 Aradia Chardonnay (Coonawarra),Australia,89,20.00,South Australia,Chardonnay,Penley Estate,2294,94
12886,Uvaggio 2011 Barile Primitivo (Lodi),US,90,20.00,California,Primitivo,Uvaggio,43,19
12887,Lamoreaux Landing 2011 Estate Bottled GewÃ¼rztraminer (Finger Lakes),US,87,15.00,New York,GewÃ¼rztraminer,Lamoreaux Landing,203,79
12888,Cantina del Nebbiolo 2011 Cannubi Boschis (Barolo),Italy,90,70.00,Piedmont,Nebbiolo,Cantina del Nebbiolo,537,527
12889,Lynmar 2011 Monastery Chardonnay (Russian River Valley),US,88,70.00,California,Chardonnay,Lynmar,2294,1342
12890,ChÃ¢teau Brillette 2011 Moulis-en-MÃ©doc,France,89,28.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Brillette,1376,946
12891,Ottella 2011 Molceo (Lugana Superiore),Italy,92,30.00,Lombardy,Turbiana,Ottella,27,27
12892,ChÃ¢teau de Cornemps 2011 Bordeaux SupÃ©rieur,France,85,12.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau de Cornemps,1376,946
12893,Fumanelli 2011 Amarone della Valpolicella Classico,Italy,93,80.00,Veneto,Red Blend,Fumanelli,1726,726
12894,DaMa 2011 Chardonnay (Columbia Valley (WA)),US,90,23.00,Washington,Chardonnay,DaMa,2294,1342
12895,Andeluna 2011 1300 Cabernet Sauvignon (Mendoza),Argentina,87,0.00,Mendoza Province,Cabernet Sauvignon,Andeluna,1845,96
12896,Mt. Difficulty 2011 Roaring Meg Pinot Gris (Central Otago),New Zealand,88,20.00,Central Otago,Pinot Gris,Mt. Difficulty,287,8
12897,Joseph Drouhin 2011 Nouveau (Beaujolais),France,85,10.00,Beaujolais,Gamay,Joseph Drouhin,191,190
12898,Tiziano Mazzoni 2011 Dei Mazzoni (Ghemme),Italy,90,40.00,Piedmont,Nebbiolo,Tiziano Mazzoni,537,527
12899,L.A. Cetto 2011 Estate Bottled Chardonnay (Valle de Guadalupe),Mexico,81,11.00,Valle de Guadalupe,Chardonnay,L.A. Cetto,2294,3
12900,Mirassou 2011 Cabernet Sauvignon (California),US,83,12.00,California,Cabernet Sauvignon,Mirassou,1845,1432
12901,Bodegas Valdemar 2011 Conde de Valdemar Finca Alto Cantabria Viura (Rioja),Spain,82,15.00,Northern Spain,Viura,Bodegas Valdemar,31,31
12902,Jean-Claude Debeaune 2011 Beaujolais,France,84,0.00,Beaujolais,Gamay,Jean-Claude Debeaune,191,190
12903,Trimbach 2011 RÃ©serve Riesling (Alsace),France,93,40.00,Alsace,Riesling,Trimbach,1022,123
12904,Willamette Valley Vineyards 2011 Estate Pinot Noir (Willamette Valley),US,87,30.00,Oregon,Pinot Noir,Willamette Valley Vineyards,2648,1958
12905,Langlois-Chateau 2011 ChÃ¢teau de Fontaine-Audon (Sancerre),France,87,35.00,Loire Valley,Sauvignon Blanc,Langlois-Chateau,1025,191
12906,Tenute Fiorebelli 2011 Coste Bianche (Amarone della Valpolicella),Italy,87,52.00,Veneto,Corvina,Tenute Fiorebelli,5,5
12907,Johann Heinrich 2011 BlaufrÃ¤nkisch (Burgenland),Austria,90,0.00,Burgenland,BlaufrÃ¤nkisch,Johann Heinrich,45,45
12908,Richard Rottiers 2011 Moulin-Ã -Vent,France,91,28.00,Beaujolais,Gamay,Richard Rottiers,191,190
12909,Bodega Atamisque 2011 Catalpa Single Vineyard Chardonnay (Tupungato),Argentina,82,19.00,Mendoza Province,Chardonnay,Bodega Atamisque,2294,64
12910,Domaine Weinbach 2011 Schlossberg Grand Cru Riesling (Alsace),France,96,37.00,Alsace,Riesling,Domaine Weinbach,1022,123
12911,Villa Toscano 2011 White Barbera (Shenandoah Valley (CA)),US,86,20.00,California,Barbera,Villa Toscano,152,52
12912,Villa Rubini 2011 Pinot Grigio (Colli Orientali del Friuli),Italy,85,14.00,Northeastern Italy,Pinot Grigio,Villa Rubini,188,110
12913,De Loach 2011 Nova Vineyard Zinfandel (Clear Lake),US,91,32.00,California,Zinfandel,De Loach,517,515
12914,Clos SolÃ¨ne 2011 Essence de Roussanne Roussanne (Paso Robles),US,92,65.00,California,Roussanne,Clos SolÃ¨ne,33,28
12915,Le Gode 2011 Brunello di Montalcino,Italy,90,80.00,Tuscany,Sangiovese,Le Gode,524,430
12916,Matanzas Creek 2011 Journey Chardonnay (Sonoma County),US,86,75.00,California,Chardonnay,Matanzas Creek,2294,1342
12917,Millbrook 2011 Pinot Noir (New York),US,86,18.00,New York,Pinot Noir,Millbrook,2648,1958
12918,Herdade do Rocim 2011 Touriga Nacional (Alentejano),Portugal,84,15.00,Alentejano,Touriga Nacional,Herdade do Rocim,43,38
12919,Adega Cooperativa do Cartaxo 2011 Coudel Mor Reserva Red (Tejo),Portugal,85,13.00,Tejo,Portuguese Red,Adega Cooperativa do Cartaxo,492,492
12920,Ruby Red 2011 Sauvignon Blanc (North Coast),US,85,18.00,California,Sauvignon Blanc,Ruby Red,1025,462
12921,Atrea 2011 Old Soul Red (Mendocino),US,89,25.00,California,Red Blend,Atrea,1726,528
12922,Sawtooth 2011 Skyline Red,US,82,14.00,Idaho,Red Blend,Sawtooth,1726,528
12923,Gurra di Mare 2011 Tirsat White (Sicilia),Italy,86,26.00,Sicily & Sardinia,White Blend,Gurra di Mare,465,165
12924,Mancura 2011 GuardiÃ¡n Reserva Cabernet Sauvignon (Maipo Valley),Chile,86,10.00,Maipo Valley,Cabernet Sauvignon,Mancura,1845,152
12925,Collier Falls 2011 Hillside Estate Petite Sirah (Dry Creek Valley),US,89,40.00,California,Petite Sirah,Collier Falls,170,165
12926,Spring Valley Vineyard 2011 Uriah Estate Grown Red (Walla Walla Valley (WA)),US,91,50.00,Washington,Bordeaux-style Red Blend,Spring Valley Vineyard,1376,350
12927,Dominio de Tares 2011 Baltos MencÃ­a (Bierzo),Spain,92,17.00,Northern Spain,MencÃ­a,Dominio de Tares,38,38
12928,Spann Vineyards 2011 The Classic Four Red (California),US,89,25.00,California,Bordeaux-style Red Blend,Spann Vineyards,1376,350
12929,Jean-Claude Boisset 2011 Les PerriÃ¨res Premier Cru (Puligny-Montrachet),France,93,99.00,Burgundy,Chardonnay,Jean-Claude Boisset,2294,514
12930,ChÃ¢teau Recougne 2011 Bordeaux SupÃ©rieur,France,85,17.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Recougne,1376,946
12931,ChÃ¢teau La Croix Lartigue 2011 Castillon CÃ´tes de Bordeaux,France,90,46.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau La Croix Lartigue,1376,946
12932,Agostino Bosco 2012 La Serra (Barolo),Italy,86,60.00,Piedmont,Nebbiolo,Agostino Bosco,537,527
12933,Joseph Phelps 2012 Insignia Estate Grown Red (Napa Valley),US,95,240.00,California,Bordeaux-style Red Blend,Joseph Phelps,1376,350
12934,Hazlitt 1852 Vineyards 2012 Ice Wine Vidal Blanc (Finger Lakes),US,90,49.00,New York,Vidal Blanc,Hazlitt 1852 Vineyards,13,9
12935,Dominique Cornin 2012 Les ChevriÃ¨res (Pouilly-FuissÃ©),France,92,0.00,Burgundy,Chardonnay,Dominique Cornin,2294,514
12936,Carica 2012 Jemrose Vineyard Cardiac Hill Syrah (Bennett Valley),US,89,39.00,California,Syrah,Carica,829,631
12937,Domaine Vincent CarÃÂªme 2012 Le Peu Morier (Vouvray),France,90,40.00,Loire Valley,Chenin Blanc,Domaine Vincent CarÃÂªme,119,48
12938,Sebastiani 2012 Cherryblock Cabernet Sauvignon (Sonoma Valley),US,88,90.00,California,Cabernet Sauvignon,Sebastiani,1845,1432
12939,Lemos & Van Zeller 2012 CV Curriculum Vitae Red (Douro),Portugal,94,99.00,Douro,Portuguese Red,Lemos & Van Zeller,492,492
12940,Concha y Toro 2012 Terrunyo Entre Cordilleras Peumo Vineyard Block 27 CarmenÃ¨re (Peumo),Chile,89,40.00,Peumo,CarmenÃ¨re,Concha y Toro,112,100
12941,Monterebro 2012 SelecciÃ³n Syrah (Jumilla),Spain,87,18.00,Levante,Syrah,Monterebro,829,9
12942,Margerum 2012 Riviera RosÃ© (San Luis Obispo County),US,86,21.00,California,RosÃ©,Margerum,735,176
12943,Benessere 2012 Collins Holystone Vineyard Zinfandel (St. Helena),US,90,35.00,California,Zinfandel,Benessere,517,515
12944,Marchetti 2012 Tenuta del Cavaliere (Verdicchio dei Castelli di Jesi Classico Superiore),Italy,89,16.00,Central Italy,Verdicchio,Marchetti,32,32
12945,Wild Meadows 2012 Cabernet Sauvignon (Columbia Valley (WA)),US,86,12.00,Washington,Cabernet Sauvignon,Wild Meadows,1845,1432
12946,Buena Vista 2012 The Count Red (Sonoma County),US,85,20.00,California,Red Blend,Buena Vista,1726,528
12947,Lange 2012 Freedom Hill Vineyard Pinot Noir (Willamette Valley),US,93,70.00,Oregon,Pinot Noir,Lange,2648,1958
12948,Picolino 2012 Suprafabulicious Red (Priorat),Spain,90,25.00,Catalonia,Red Blend,Picolino,1726,167
12949,Casa Castillo 2012 Las Gravas Red (Jumilla),Spain,88,32.00,Levante,Red Blend,Casa Castillo,1726,167
12950,Terre Rouge 2012 Sentinel Oak Vineyard Pyramid Block Syrah (Shenandoah Valley (CA)),US,95,40.00,California,Syrah,Terre Rouge,829,631
12951,Market Vineyards 2012 Derivative Red (Columbia Valley (WA)),US,91,20.00,Washington,Bordeaux-style Red Blend,Market Vineyards,1376,350
12952,DÃ£o Sul 2012 Monte da Cal Reserva Red (Alentejano),Portugal,88,16.00,Alentejano,Portuguese Red,DÃ£o Sul,492,492
12953,La Calonica 2012 Rosso di Montepulciano,Italy,86,22.00,Tuscany,Red Blend,La Calonica,1726,726
12954,Sunstone 2012 Syrah (Santa Ynez Valley),US,89,42.00,California,Syrah,Sunstone,829,631
12955,Pietra Santa 2012 Route 152 Pinot Noir (Central Coast),US,86,10.00,California,Pinot Noir,Pietra Santa,2648,1958
12956,Loma Larga 2012 Unfiltered Rapsodia Red (Casablanca Valley),Chile,93,36.00,Casablanca Valley,Red Blend,Loma Larga,1726,88
12957,Ignacio MarÃ­n 2012 Ballad Garnacha (CariÃ±ena),Spain,85,18.00,Northern Spain,Garnacha,Ignacio MarÃ­n,64,62
12958,Byron 2012 Chardonnay (Santa Barbara County),US,90,17.00,California,Chardonnay,Byron,2294,1342
12959,Sanctuary 2012 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),US,92,40.00,California,Pinot Noir,Sanctuary,2648,1958
12960,Fess Parker 2012 Lazy F Ranch Chardonnay (Sta. Rita Hills),US,91,35.00,California,Chardonnay,Fess Parker,2294,1342
12961,Acorn 2012 AlegrÃ­a Vineyards Axiom Syrah (Russian River Valley),US,91,35.00,California,Syrah,Acorn,829,631
12962,Cruz de Piedra 2012 Garnacha Rosado (Calatayud),Spain,83,10.00,Northern Spain,Rosado,Cruz de Piedra,19,18
12963,Yvon Mau 2012 Grand Palais (Bordeaux Blanc),France,84,0.00,Bordeaux,Sauvignon Blanc,Yvon Mau,1025,191
12964,Bridlewood 2012 Zinfandel (Santa Ynez Valley),US,88,40.00,California,Zinfandel,Bridlewood,517,515
12965,Carmel Road 2012 Liberated Chardonnay (Arroyo Seco),US,84,16.00,California,Chardonnay,Carmel Road,2294,1342
12966,Franz Keller 2012 Schwarzer Adler Pinot Gris (Baden),Germany,89,25.00,Baden,Pinot Gris,Franz Keller,287,1
12967,Chono 2012 Entre Cordilleras Dalca Series Red (Cauquenes Valley),Chile,86,14.00,Cauquenes Valley,Red Blend,Chono,1726,88
12968,Cannonball 2012 Chardonnay (Sonoma County),US,82,15.00,California,Chardonnay,Cannonball,2294,1342
12969,Mitolo 2012 Jester Shiraz (McLaren Vale),Australia,91,22.00,South Australia,Shiraz,Mitolo,165,127
12970,Rutherford Hill 2012 Merlot (Napa Valley),US,90,30.00,California,Merlot,Rutherford Hill,593,419
12971,Zull 2012 Zweigelt (NiederÃ¶sterreich),Austria,86,18.00,NiederÃ¶sterreich,Zweigelt,Zull,48,46
12972,Bennett Lane 2012 Cabernet Sauvignon (Napa Valley),US,90,62.00,California,Cabernet Sauvignon,Bennett Lane,1845,1432
12973,Ada Nada 2012 Cichin Riserva (Barbaresco),Italy,86,0.00,Piedmont,Nebbiolo,Ada Nada,537,527
12974,La Chanterelle 2012 Syrah (Wahluke Slope),US,87,42.00,Washington,Syrah,La Chanterelle,829,631
12975,Leoness 2012 Grande MÃ©lange Red (Temecula),US,89,95.00,California,Red Blend,Leoness,1726,528
12976,Domaine Carneros 2012 Brut Estate Grown Sparkling (Carneros),US,92,35.00,California,Sparkling Blend,Domaine Carneros,176,76
12977,Trisaetum 2012 Ribbon Ridge Estate Pinot Noir (Ribbon Ridge),US,93,55.00,Oregon,Pinot Noir,Trisaetum,2648,1958
12978,Morgan 2012 Twelve Clones Pinot Noir (Santa Lucia Highlands),US,91,34.00,California,Pinot Noir,Morgan,2648,1958
12979,Rosenblum 2012 Winemaker Selection Zinfandel (Sonoma County),US,86,55.00,California,Zinfandel,Rosenblum,517,515
12980,Chehalem 2012 Ridgecrest Vineyards GrÃ¼ner Veltliner (Ribbon Ridge),US,90,24.00,Oregon,GrÃ¼ner Veltliner,Chehalem,252,22
12981,Jeriko 2012 Upper Russian River Pinot Noir (Mendocino),US,85,30.00,California,Pinot Noir,Jeriko,2648,1958
12982,August Briggs 2012 Monte Rosso Vineyard Cabernet Sauvignon (Sonoma Valley),US,90,55.00,California,Cabernet Sauvignon,August Briggs,1845,1432
12983,Opaque 2012 Petit Verdot (Rutherford),US,87,35.00,California,Petit Verdot,Opaque,56,47
12984,Langtry 2012 Tephra Ridge Vineyard Cabernet Sauvignon (Lake County),US,91,40.00,California,Cabernet Sauvignon,Langtry,1845,1432
12985,Refugio Ranch 2012 Syrah-Petite Sirah (Santa Ynez Valley),US,89,38.00,California,Syrah-Petite Sirah,Refugio Ranch,1,1
12986,Tamarack Cellars 2012 Tapteil Vineyard Reserve Red (Red Mountain),US,92,50.00,Washington,Bordeaux-style Red Blend,Tamarack Cellars,1376,350
12987,Oberon 2012 Sauvignon Blanc (Napa Valley),US,88,18.00,California,Sauvignon Blanc,Oberon,1025,462
12988,Hermann J. Wiemer 2012 Reserve Dry Estate Bottled and Grown Riesling (Seneca Lake),US,91,29.00,New York,Riesling,Hermann J. Wiemer,1022,329
12989,ChÃ¢teau d'Aurilhac 2012 Haut-MÃ©doc,France,90,0.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau d'Aurilhac,1376,946
12990,Raphael 2012 Chardeaux White (North Fork of Long Island),US,85,16.00,New York,White Blend,Raphael,465,118
12991,Aveleda 2012 Vinho Branco White (Douro),Portugal,89,9.00,Douro,Portuguese White,Aveleda,248,248
12992,Purcari 2012 Alb de Purcari White (Moldova),Moldova,90,38.00,Moldova,White Blend,Purcari,465,2
12993,Felix Solis 2012 Ayrum Tempranillo (ValdepeÃ±as),Spain,86,8.00,Central Spain,Tempranillo,Felix Solis,355,282
12994,Salvestrin 2012 Salvestrin Estate Vineyard Cabernet Sauvignon (St. Helena),US,90,64.00,California,Cabernet Sauvignon,Salvestrin,1845,1432
12995,Marchesi de' Frescobaldi 2012 Pietraregia Riserva (Morellino di Scansano),Italy,88,25.00,Tuscany,Red Blend,Marchesi de' Frescobaldi,1726,726
12996,Superuco 2012 Michelini Sammartino Malbec-Cabernet Franc (Mendoza),Argentina,92,100.00,Mendoza Province,Malbec-Cabernet Franc,Superuco,3,3
12997,Manuel Olivier 2012 Morey-Saint-Denis,France,89,50.00,Burgundy,Pinot Noir,Manuel Olivier,2648,387
12998,Baglio di Pianetto 2012 BDP Y Insolia (Sicilia),Italy,86,12.00,Sicily & Sardinia,Insolia,Baglio di Pianetto,4,4
12999,Ornellaia 2012 Le Serre Nuove (Bolgheri),Italy,92,75.00,Tuscany,Red Blend,Ornellaia,1726,726
13000,Raimat 2012 Castell de Raimat AlbariÃ±o (Costers del Segre),Spain,85,11.00,Catalonia,AlbariÃ±o,Raimat,93,66
13001,Le Vieux Pin 2012 Ava White (Okanagan Valley),Canada,93,35.00,British Columbia,RhÃ´ne-style White Blend,Le Vieux Pin,85,1
13002,Savage Grace 2012 Copeland Vineyard Cabernet Franc (Rattlesnake Hills),US,91,22.00,Washington,Cabernet Franc,Savage Grace,262,185
13003,Vindemia 2012 Reggatta de Blanc White (Temecula Valley),US,89,24.00,California,White Blend,Vindemia,465,118
13004,Jed Wines 2012 Malbec (Uco Valley),Argentina,86,19.00,Mendoza Province,Malbec,Jed Wines,549,316
13005,MacMurray Ranch 2012 Pinot Noir (Santa Lucia Highlands),US,89,35.00,California,Pinot Noir,MacMurray Ranch,2648,1958
13006,John Duval Wines 2012 Entity Shiraz (Barossa),Australia,93,40.00,South Australia,Shiraz,John Duval Wines,165,127
13007,Cobb 2012 Rice-Spivak Vineyard Pinot Noir (Sonoma Coast),US,92,75.00,California,Pinot Noir,Cobb,2648,1958
13008,Muirwood 2012 Chardonnay (Arroyo Seco),US,84,12.00,California,Chardonnay,Muirwood,2294,1342
13009,Malavasi Daniele 2012 Lugana,Italy,88,20.00,Lombardy,Turbiana,Malavasi Daniele,27,27
13010,Domaine Bott-Geyl 2012 Les Ãlements Pinot Gris (Alsace),France,90,16.00,Alsace,Pinot Gris,Domaine Bott-Geyl,287,93
13011,Citari 2012 Sorgente (Lugana),Italy,85,18.00,Lombardy,Turbiana,Citari,27,27
13012,Gustafson Family 2012 East Ridge Vineyard Estate Petite Sirah (Dry Creek Valley),US,92,28.00,California,Petite Sirah,Gustafson Family,170,165
13013,Quivira 2012 Wine Creek Ranch Grenache (Dry Creek Valley),US,91,32.00,California,Grenache,Quivira,125,100
13014,Kiona 2012 Estate Bottled Lemberger (Red Mountain),US,90,15.00,Washington,Lemberger,Kiona,6,5
13015,Nittnaus Hans und Christine 2012 Eiswein Exquisit GrÃ¼ner Veltliner (Burgenland),Austria,92,35.00,Burgenland,GrÃ¼ner Veltliner,Nittnaus Hans und Christine,252,229
13016,Epiphany 2012 Rodney's Vineyard Petite Sirah (Santa Barbara County),US,92,32.00,California,Petite Sirah,Epiphany,170,165
13017,Longoria 2012 AlbariÃ±o (Santa Ynez Valley),US,90,23.00,California,AlbariÃ±o,Longoria,93,25
13018,Billsboro 2012 Sawmill Creek Vineyard Sauvignon Blanc (Finger Lakes),US,85,18.00,New York,Sauvignon Blanc,Billsboro,1025,462
13019,Michael Mondavi Family Estate 2012 Emblem Oso Vineyard Cabernet Sauvignon (Napa Valley),US,91,60.00,California,Cabernet Sauvignon,Michael Mondavi Family Estate,1845,1432
13020,Cairdean Estate 2012 Sauvignon Blanc (Napa Valley),US,87,22.00,California,Sauvignon Blanc,Cairdean Estate,1025,462
13021,Cobb 2012 Diane Cobb Coastlands Vineyard Pinot Noir (Sonoma Coast),US,97,85.00,California,Pinot Noir,Cobb,2648,1958
13022,Legendre 2012 Arrastre Red (Amador County),US,88,28.00,California,RhÃ´ne-style Red Blend,Legendre,294,152
13023,Bellangelo 2012 1866 Reserve Riesling (Finger Lakes),US,87,32.00,New York,Riesling,Bellangelo,1022,329
13024,Browne Family Vineyards 2012 Merlot (Columbia Valley (WA)),US,89,35.00,Washington,Merlot,Browne Family Vineyards,593,419
13025,Salentein 2012 Single Vineyard Plot No 21 Malbec (Mendoza),Argentina,92,50.00,Mendoza Province,Malbec,Salentein,549,316
13026,Dobbes Family Estate 2012 Patricia's CuvÃ©e Pinot Noir (Oregon),US,89,55.00,Oregon,Pinot Noir,Dobbes Family Estate,2648,1958
13027,Massolino 2012 Margheria (Barolo),Italy,94,96.00,Piedmont,Nebbiolo,Massolino,537,527
13028,Val di Suga 2012 Brunello di Montalcino,Italy,90,70.00,Tuscany,Sangiovese,Val di Suga,524,430
13029,Fenestra 2012 Infrared Estate Red (Livermore Valley),US,91,35.00,California,Red Blend,Fenestra,1726,528
13030,Domaine Divio 2012 Pinot Noir (Dundee Hills),US,92,48.00,Oregon,Pinot Noir,Domaine Divio,2648,1958
13031,Schultz 2012 Steelhead Run Vineyard Blessed Merlot (Rogue Valley),US,87,23.00,Oregon,Merlot,Schultz,593,419
13032,Uccelliera 2012 Rosso di Montalcino,Italy,92,27.00,Tuscany,Sangiovese,Uccelliera,524,430
13033,Pascal Aufranc 2012 Vignes de 1939 (ChÃ©nas),France,92,35.00,Beaujolais,Gamay,Pascal Aufranc,191,190
13034,Francis Ford Coppola 2012 Pitagora Red (Sonoma County),US,83,24.00,California,Red Blend,Francis Ford Coppola,1726,528
13035,DanCin 2012 Danseur Syrah (Southern Oregon),US,92,35.00,Oregon,Syrah,DanCin,829,631
13036,Giribaldi 2012 Matteo Giribaldi Metodo Classico Sparkling (Vino Spumante),Italy,89,30.00,Italy Other,Sparkling Blend,Giribaldi,176,33
13037,Landmark 2012 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley),US,94,50.00,California,Pinot Noir,Landmark,2648,1958
13038,Calcu 2012 RosÃ© (Colchagua Valley),Chile,86,14.00,Colchagua Valley,RosÃ©,Calcu,735,6
13039,ViÃ±a Casas Patronales 2012 Reserva Privada Sauvignon Blanc (Leyda Valley),Chile,87,19.00,Leyda Valley,Sauvignon Blanc,ViÃ±a Casas Patronales,1025,137
13040,Matthews 2012 Reserve Red (Columbia Valley (WA)),US,90,60.00,Washington,Bordeaux-style Red Blend,Matthews,1376,350
13041,Concha y Toro 2012 Serie Riberas Gran Reserva Ribera del Tinguiririca Malbec (Marchigue),Chile,86,17.00,Marchigue,Malbec,Concha y Toro,549,33
13042,Macchia 2012 Infamous Cooper Ranch Barbera (Amador County),US,86,22.00,California,Barbera,Macchia,152,52
13043,Estate Crush 2012 RosÃ© (Lodi),US,83,14.00,California,RosÃ©,Estate Crush,735,176
13044,Domaine de Nalys 2012 EicelÃ¨nci White (ChÃ¢teauneuf-du-Pape),France,91,60.00,RhÃ´ne Valley,RhÃ´ne-style White Blend,Domaine de Nalys,85,35
13045,Vicentin 2012 Blanc de Malbec (Mendoza),Argentina,86,25.00,Mendoza Province,Malbec,Vicentin,549,316
13046,ChÃ¢teau Pichon Longueville 2012 Les Griffons de Pichon Baron (Pauillac),France,91,0.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Pichon Longueville,1376,946
13047,Radius 2012 Red (Washington),US,83,10.00,Washington,Red Blend,Radius,1726,528
13048,Williams Selyem 2012 Terra de Promissio Vineyard Pinot Noir (Sonoma Coast),US,92,55.00,California,Pinot Noir,Williams Selyem,2648,1958
13049,Lynmar 2012 Monastery Pinot Noir (Russian River Valley),US,93,70.00,California,Pinot Noir,Lynmar,2648,1958
13050,Torrevento 2012 Bolonero Red (Castel del Monte),Italy,88,15.00,Southern Italy,Red Blend,Torrevento,1726,726
13051,MacLaren 2012 Samantha's Vineyard Syrah (Russian River Valley),US,90,40.00,California,Syrah,MacLaren,829,631
13052,Hirsch 2012 Block 8 Pinot Noir (Sonoma Coast),US,91,85.00,California,Pinot Noir,Hirsch,2648,1958
13053,Weszeli 2012 RosÃ© (NiederÃ¶sterreich),Austria,86,0.00,NiederÃ¶sterreich,RosÃ©,Weszeli,735,13
13054,Martin Ray 2012 Pinot Noir (Sonoma Coast),US,90,35.00,California,Pinot Noir,Martin Ray,2648,1958
13055,PÃ¨re Anselme 2012 La Fiole Red (CÃ´tes du RhÃ´ne),France,88,10.00,RhÃ´ne Valley,RhÃ´ne-style Red Blend,PÃ¨re Anselme,294,133
13056,Voila! 2012 Pinot Noir (Columbia Valley (WA)),US,88,22.00,Washington,Pinot Noir,Voila!,2648,1958
13057,ChÃ¢teau Meyney 2012 Barrel Sample (Saint-EstÃ¨phe),France,90,0.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Meyney,1376,946
13058,Morgan 2012 Sauvignon Blanc (Monterey),US,89,17.00,California,Sauvignon Blanc,Morgan,1025,462
13059,Mastroberardino 2012 Greco di Tufo,Italy,90,25.00,Southern Italy,Greco,Mastroberardino,36,36
13060,The Girls in the Vineyard 2012 Rooster Vineyard Sauvignon Blanc (Lake County),US,88,17.00,California,Sauvignon Blanc,The Girls in the Vineyard,1025,462
13061,Rex Hill 2012 Roserock Vineyard Pinot Noir (Willamette Valley),US,91,55.00,Oregon,Pinot Noir,Rex Hill,2648,1958
13062,Bernard Magrez 2012 ChÃ¢teau la TempÃ©rance (MÃ©doc),France,91,35.00,Bordeaux,Bordeaux-style Red Blend,Bernard Magrez,1376,946
13063,Ebner-Ebenauer 2012 Alte Reben Weisser Burgunder Weissburgunder (NiederÃ¶sterreich),Austria,92,37.00,NiederÃ¶sterreich,Weissburgunder,Ebner-Ebenauer,12,7
13064,Fratelli Seghesio 2012 La Villa (Barolo),Italy,89,52.00,Piedmont,Nebbiolo,Fratelli Seghesio,537,527
13065,Ernesto Catena 2012 Siesta Pinot Noir (Mendoza),Argentina,90,27.00,Mendoza Province,Pinot Noir,Ernesto Catena,2648,23
13066,Domeniile Panciu 2012 Feteasca Neagra (Panciu),Romania,88,20.00,Panciu,Feteasca Neagra,Domeniile Panciu,3,3
13067,Suavia 2012 Soave Classico,Italy,90,19.00,Veneto,Garganega,Suavia,70,70
13068,Paso a Paso 2012 Made with Organic Grapes White (La Mancha),Spain,86,10.00,Central Spain,White Blend,Paso a Paso,465,56
13069,ChÃ¢teau Godard Bellevue 2012 Francs CÃ´tes de Bordeaux,France,88,18.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Godard Bellevue,1376,946
13070,McManis 2012 Chardonnay (River Junction),US,85,10.00,California,Chardonnay,McManis,2294,1342
13071,ChÃ¢teau Bovila 2012 Les Quatre Eglises Malbec (Cahors),France,90,17.00,Southwest France,Malbec,ChÃ¢teau Bovila,549,81
13072,Sonkin Cellars 2012 Unmasked Syrah (Yorkville Highlands),US,87,46.00,California,Syrah,Sonkin Cellars,829,631
13073,Crossbarn by Paul Hobbs 2012 Pinot Noir (Sonoma Coast),US,89,35.00,California,Pinot Noir,Crossbarn by Paul Hobbs,2648,1958
13074,Demetria 2012 Chardonnay (Santa Barbara County),US,89,35.00,California,Chardonnay,Demetria,2294,1342
13075,Castello di Radda 2012 Riserva (Chianti Classico),Italy,91,28.00,Tuscany,Sangiovese,Castello di Radda,524,430
13076,Clos de la Tech 2012 Domaine Lois Louise Twisty Ridge Pinot Noir (Santa Cruz Mountains),US,94,62.00,California,Pinot Noir,Clos de la Tech,2648,1958
13077,Bodega Catena Zapata 2012 Adrianna Malbec (Mendoza),Argentina,93,150.00,Mendoza Province,Malbec,Bodega Catena Zapata,549,316
13078,Finca El Origen 2012 Gran Reserva Malbec (Uco Valley),Argentina,89,23.00,Mendoza Province,Malbec,Finca El Origen,549,316
13079,Las Positas 2012 Estate Syrah (Livermore Valley),US,89,35.00,California,Syrah,Las Positas,829,631
13080,Marcato 2012 Monte Tenda (Soave Classico),Italy,87,17.00,Veneto,Garganega,Marcato,70,70
13081,Alta Vista 2012 Terroir Selection Malbec (Mendoza),Argentina,92,29.00,Mendoza Province,Malbec,Alta Vista,549,316
13082,Alder Springs 2012 Syrah (Mendocino),US,89,45.00,California,Syrah,Alder Springs,829,631
13083,Dante 2012 Reserve Pinot Noir (California),US,81,10.00,California,Pinot Noir,Dante,2648,1958
