"id","country","variety","points","price","province","region01"
49183,"France","Champagne Blend",90,"100","Champagne","Champagne"
49206,"France","Bordeaux-style Red Blend",86,NULL,"Bordeaux","Saint-√âmilion"
49208,"France","Malbec",86,"22","Southwest France","Cahors"
49244,"France","Red Blend",87,NULL,"Southwest France","Gaillac"
49253,"France","Sauvignon Blanc",87,"12","Southwest France","Vin de Pays des Côtes de Gascogne"
49254,"France","Rosé",87,"17","Provence","Côtes de Provence"
49255,"France","White Blend",87,"11","Southwest France","Vin de Pays des Côtes de Gascogne"
49312,"France","Bordeaux-style Red Blend",87,"36","Bordeaux","Premieres Côtes de Bordeaux"
49313,"France","Bordeaux-style Red Blend",87,"15","Bordeaux","Sainte-Foy Bordeaux"
49320,"France","Bordeaux-style Red Blend",88,"19","Bordeaux","Castillon Côtes de Bordeaux"
49321,"France","Bordeaux-style Red Blend",88,"21","Bordeaux","Bordeaux"
49329,"France","Gamay",88,"28","Beaujolais","Chénas"
49332,"France","Bordeaux-style Red Blend",88,"19","Southwest France","Buzet"
49334,"France","Chardonnay-Viognier",88,"25","Southwest France","Comté Toulosan"
49335,"France","Gamay",88,"16","Beaujolais","Fleurie"
49340,"France","Red Blend",88,"19","Southwest France","Gaillac"
49382,"France","Pinot Noir",90,"80","Burgundy","Beaune"
49388,"France","Pinot Noir",90,NULL,"Burgundy","Nuits-St.-Georges"
49394,"France","Rhône-style Red Blend",90,"17","Rhône Valley","Côtes du Rhône"
49397,"France","Syrah",90,"50","Rhône Valley","Crozes-Hermitage"
49398,"France","Rhône-style Red Blend",90,"56","Rhône Valley","Châteauneuf-du-Pape"
49405,"France","Pinot Noir",89,"79","Burgundy","Côte de Nuits-Villages"
49406,"France","Pinot Noir",89,NULL,"Burgundy","Bourgogne"
49407,"France","Pinot Noir",89,"40","Burgundy","Savigny-l√®s-Beaune"
49409,"France","Pinot Noir",89,NULL,"Burgundy","Gevrey-Chambertin"
49411,"France","Chardonnay",88,"29","Burgundy","Montagny"
49412,"France","Pinot Noir",88,"28","Burgundy","Mercurey"
49416,"France","Pinot Noir",88,"108","Burgundy","Nuits-St.-Georges"
49417,"France","Pinot Noir",88,"69","Burgundy","Nuits-St.-Georges"
49421,"France","Chardonnay",88,"33","Burgundy","Chablis"
49432,"France","Chardonnay",88,"29","Burgundy","Chablis"
49433,"France","Chardonnay",88,"59","Burgundy","Puligny-Montrachet"
49444,"France","Pinot Noir",90,NULL,"Burgundy","Santenay"
49449,"France","Sauvignon Blanc",90,"20","Loire Valley","Sancerre"
49453,"France","Pinot Noir",90,"42","Burgundy","Nuits-St.-Georges"
49456,"France","Chardonnay",90,NULL,"Burgundy","Puligny-Montrachet"
49458,"France","Rhône-style Red Blend",90,"20","Languedoc-RoUnited Statessillon","Faug√®res"
49461,"France","Chardonnay",90,"35","Burgundy","Pouilly-Fuissé"
49463,"France","Rosé",90,"13","Provence","Côtes de Provence"
49465,"France","Chenin Blanc",90,NULL,"Loire Valley","Vouvray"
49466,"France","Chardonnay",90,"40","Burgundy","Chablis"
49469,"France","Champagne Blend",90,"45","Champagne","Champagne"
49470,"France","Rhône-style White Blend",86,"13","Languedoc-RoUnited Statessillon","Corbières"
49473,"France","White Blend",86,"10","Languedoc-RoUnited Statessillon","Minervois"
49474,"France","Bordeaux-style Red Blend",86,"30","Bordeaux","Lalande de Pomerol"
49476,"France","Bordeaux-style Red Blend",86,"30","Bordeaux","Saint-√âmilion"
49521,"France","Gamay",90,"15","Beaujolais","Morgon"
49621,"France","Bordeaux-style White Blend",88,"19","Southwest France","Bergerac Sec"
49623,"France","Gamay",88,"20","Beaujolais","Chiroubles"
49624,"France","Bordeaux-style Red Blend",88,"40","Bordeaux","Côtes de Bourg"
49637,"France","White Blend",87,"18","Southwest France","Juran√ßon Sec"
49638,"France","Bordeaux-style Red Blend",87,NULL,"Bordeaux","Médoc"
49651,"France","Rosé",85,NULL,"Languedoc-RoUnited Statessillon","Pays d'Oc"
49652,"France","Rosé",85,"15","Languedoc-RoUnited Statessillon","Côtes Catalanes"
49658,"France","Rosé",85,"11","Languedoc-RoUnited Statessillon","Vin de Pays Cité de Carcassonne"
49689,"France","Rhône-style Red Blend",89,"23","Rhône Valley","Côtes du Rhône Villages"
49698,"France","Syrah",89,"44","Rhône Valley","Crozes-Hermitage"
49701,"France","Pinot Noir",89,"95","Burgundy","Chambolle-MUnited Statesigny"
49702,"France","Pinot Noir",89,"70","Burgundy","Gevrey-Chambertin"
49704,"France","Pinot Noir",89,"55","Burgundy","Beaune"
49706,"France","Rhône-style Red Blend",89,"21","Rhône Valley","Côtes du Rhône Villages"
49708,"France","Pinot Noir",89,NULL,"Burgundy","Pommard"
49716,"France","Chardonnay",88,"32","Burgundy","Rully"
49727,"France","Pinot Noir",87,NULL,"Burgundy","Aloxe-Corton"
49730,"France","Pinot Noir",87,"28","Burgundy","Savigny-l√®s-Beaune"
49732,"France","Chardonnay",87,"21","Burgundy","Rully"
49733,"France","Chardonnay",87,"16","Burgundy","Saint-Véran"
49749,"France","Rhône-style Red Blend",90,"29","Languedoc-RoUnited Statessillon","Faug√®res"
49754,"France","Chenin Blanc",90,NULL,"Loire Valley","Vouvray"
49758,"France","Rhône-style Red Blend",90,"25","Languedoc-RoUnited Statessillon","Faug√®res"
49765,"France","Chardonnay",90,"54","Burgundy","Meursault"
49769,"France","Pinot Noir",89,NULL,"Burgundy","Santenay"
49781,"France","Bordeaux-style Red Blend",85,"11","Bordeaux","Bordeaux"
49783,"France","Bordeaux-style Red Blend",85,NULL,"Bordeaux","Haut-Médoc"
49814,"France","White Blend",90,"50","Languedoc-RoUnited Statessillon","Vin de Pays d'Oc"
49840,"France","Rosé",87,"25","Provence","Côtes de Provence"
49841,"France","Rosé",87,NULL,"Provence","Côtes de Provence"
49844,"France","Rosé",87,NULL,"Provence","Côtes de Provence Sainte-Victoire"
49845,"France","Rosé",87,"20","Provence","Côtes de Provence"
49846,"France","White Blend",87,"20","Provence","Côtes de Provence"
49847,"France","Sauvignon Blanc",87,"12","Southwest France","Vin de Pays des Côtes de Gascogne"
49862,"France","Bordeaux-style Red Blend",87,"23","Bordeaux","Bordeaux Supérieur"
49863,"France","Bordeaux-style Red Blend",87,"15","Bordeaux","Bordeaux"
49873,"France","Bordeaux-style Red Blend",87,"20","Bordeaux","Premieres Côtes de Blaye"
49876,"France","Bordeaux-style Red Blend",86,"19","Bordeaux","Bordeaux"
49889,"France","Bordeaux-style Red Blend",86,"35","Bordeaux","Graves"
49892,"France","Mansois",87,"19","Southwest France","Marcillac"
49905,"France","Gamay",87,"22","Beaujolais","Fleurie"
49941,"France","Cabernet Sauvignon",84,"10","Bordeaux","Médoc"
49947,"France","Bordeaux-style Red Blend",84,NULL,"Bordeaux","Bordeaux Supérieur"
49977,"France","Rosé",84,"11","Languedoc-RoUnited Statessillon","Pays d'Oc"
49982,"France","Rhône-style Red Blend",89,"17","Rhône Valley","Côtes du Rhône"
49986,"France","Rhône-style Red Blend",89,"38","Rhône Valley","Châteauneuf-du-Pape"
49993,"France","Pinot Noir",88,"70","Burgundy","Volnay"
49994,"France","Rhône-style Red Blend",88,"20","Rhône Valley","Côtes du Rhône Villages"
49997,"France","Pinot Noir",88,NULL,"Burgundy","Savigny-l√®s-Beaune"
50004,"France","Pinot Noir",88,NULL,"Burgundy","Bourgogne Hautes Côtes de Nuits"
50006,"France","Pinot Noir",88,NULL,"Burgundy","Vosne-Romanée"
50010,"France","Pinot Noir",87,"53","Burgundy","Gevrey-Chambertin"
50011,"France","Pinot Noir",87,"25","Burgundy","Maranges"
50017,"France","Chardonnay",87,"41","Burgundy","Saint-Aubin"
50029,"France","Pinot Noir",87,"47","Burgundy","Nuits-St.-Georges"
50041,"France","Rhône-style Red Blend",89,"45","Languedoc-RoUnited Statessillon","Faug√®res"
50042,"France","Rosé",89,"20","Provence","Côtes de Provence"
50046,"France","Rhône-style Red Blend",89,"39","Languedoc-RoUnited Statessillon","Faug√®res"
50047,"France","Champagne Blend",89,"59","Champagne","Champagne"
50048,"France","Rhône-style Red Blend",89,"20","Languedoc-RoUnited Statessillon","Faug√®res"
50060,"France","Chardonnay",89,NULL,"Burgundy","Chassagne-Montrachet"
50061,"France","Chardonnay",89,NULL,"Burgundy","Chassagne-Montrachet"
50066,"France","Champagne Blend",89,"36","Champagne","Champagne"
50068,"France","Sauvignon Blanc",89,"30","Loire Valley","Sancerre"
50085,"France","Red Blend",85,"14","Southwest France","Fronton"
50086,"France","Rhône-style Red Blend",85,"9","Languedoc-RoUnited Statessillon","Minervois"
50148,"France","Chardonnay",89,"55","Burgundy","Savigny-l√®s-Beaune"
50193,"France","Malbec",87,"16","Southwest France","Cahors"
50197,"France","Bordeaux-style Red Blend",87,"18","Bordeaux","Médoc"
50200,"France","Chardonnay-Viognier",87,"15","Southwest France","Lot"
50201,"France","Gamay",87,"16","Beaujolais","Régnié"
50209,"France","Bordeaux-style Red Blend",87,"14","Bordeaux","Médoc"
50425,"France","Malbec",86,"13","Southwest France","Cahors"
50279,"France","Rosé",84,NULL,"Languedoc-RoUnited Statessillon","Côtes du RoUnited Statessillon"
50286,"France","Pinot Noir",88,"70","Burgundy","Nuits-St.-Georges"
50287,"France","Pinot Noir",88,"60","Burgundy","Chambolle-MUnited Statesigny"
50290,"France","Pinot Noir",88,"52","Burgundy","Volnay"
50292,"France","Syrah",88,"25","Rhône Valley","Crozes-Hermitage"
50298,"France","Pinot Noir",88,"60","Burgundy","Gevrey-Chambertin"
50302,"France","Syrah",88,"43","Rhône Valley","Crozes-Hermitage"
50303,"France","Pinot Noir",88,"70","Burgundy","Nuits-St.-Georges"
50304,"France","Pinot Noir",88,"73","Burgundy","Pommard"
50305,"France","Pinot Noir",88,NULL,"Burgundy","Vosne-Romanée"
50306,"France","Pinot Noir",88,"59","Burgundy","Bourgogne Hautes Côtes de Nuits"
50308,"France","Pinot Noir",88,NULL,"Burgundy","Volnay"
50340,"France","Rhône-style Red Blend",89,"19","Languedoc-RoUnited Statessillon","Faug√®res"
50341,"France","Chardonnay",89,NULL,"Burgundy","Meursault"
50348,"France","Sauvignon Blanc",89,NULL,"Loire Valley","Sancerre"
50356,"France","Chardonnay",89,"45","Burgundy","Meursault"
50358,"France","Rosé",89,NULL,"Provence","Côtes de Provence"
50373,"France","Bordeaux-style Red Blend",85,"12","Southwest France","Buzet"
50382,"France","Malbec",85,"12","Southwest France","Vin de Pays du Lot"
50388,"France","White Blend",85,"10","Languedoc-RoUnited Statessillon","Vin de Pays d'Oc"
50392,"France","Gamay",85,"11","France Other","Vin de Table Francais"
50394,"France","Bordeaux-style White Blend",85,NULL,"Southwest France","Bergerac Sec"
50395,"France","Bordeaux-style Red Blend",85,"25","Bordeaux","Haut-Médoc"
50417,"France","Malbec",87,"17","Southwest France","Cahors"
50424,"France","Tannat-Cabernet",86,"11","Southwest France","Madiran"
50439,"France","Champagne Blend",89,"55","Champagne","Champagne"
50445,"France","Gamay",89,"18","Beaujolais","Brouilly"
50447,"France","Chardonnay",89,"20","Languedoc-RoUnited Statessillon","Limoux"
50448,"France","Rosé",89,"20","Languedoc-RoUnited Statessillon","Coteaux du Languedoc"
50462,"France","Bordeaux-style Red Blend",86,"20","Bordeaux","Haut-Médoc"
50480,"France","Bordeaux-style Red Blend",86,"15","Bordeaux","Bordeaux"
50481,"France","Bordeaux-style Red Blend",86,"35","Bordeaux","Saint-√âmilion"
50482,"France","Bordeaux-style Red Blend",86,"18","Bordeaux","Premieres Côtes de Bordeaux"
50496,"France","Gamay",87,"13","Beaujolais","Côte de Brouilly"
50501,"France","Gamay",87,"13","Beaujolais","Beaujolais"
50508,"France","Colombard",87,"9","Southwest France","Côtes de Gascogne"
50510,"France","Gamay",87,"15","Beaujolais","Régnié"
50515,"France","Bordeaux-style Red Blend",87,"25","Bordeaux","Médoc"
51291,"France","Bordeaux-style Red Blend",83,NULL,"Bordeaux","Bordeaux"
50587,"France","Rhône-style Red Blend",88,"40","Rhône Valley","Châteauneuf-du-Pape"
50592,"France","Pinot Noir",88,"52","Burgundy","Bourgogne Hautes Côtes de Beaune"
50597,"France","Pinot Noir",88,"65","Burgundy","Savigny-l√®s-Beaune"
50600,"France","Rhône-style Red Blend",88,"30","Rhône Valley","Côtes du Rhône"
50613,"France","Pinot Noir",87,"44","Burgundy","Beaune"
50618,"France","Chardonnay",87,"19","Burgundy","Saint-Véran"
50619,"France","Chardonnay",87,"15","Burgundy","M√¢con-Villages"
50627,"France","Chardonnay",87,"45","Burgundy","Chablis"
50637,"France","Chardonnay",87,"28","Burgundy","Bourgogne"
50773,"France","Bordeaux-style Red Blend",85,NULL,"Bordeaux","Bordeaux"
50655,"France","Pinot Noir",88,"27","Burgundy","Bourgogne"
50662,"France","Cabernet Franc",88,"10","Loire Valley","Bourgueil"
50663,"France","Pinot Noir",88,NULL,"Burgundy","Aloxe-Corton"
50667,"France","Rosé",88,NULL,"Provence","Coteaux d'Aix-en-Provence"
50668,"France","Chardonnay",88,"29","Burgundy","Pouilly-Fuissé"
50689,"France","Bordeaux-style White Blend",84,"10","Southwest France","Monbazillac"
50699,"France","Bordeaux-style Red Blend",84,"17","Bordeaux","Bordeaux Supérieur"
50701,"France","Rosé",86,"15","Provence","Côtes de Provence"
50713,"France","Ugni Blanc-Colombard",86,"9","Southwest France","Vin de Pays des Côtes de Gascogne"
50715,"France","White Blend",86,"10","Southwest France","Vin de Pays des Côtes de Gascogne"
50724,"France","Malbec",86,"19","Southwest France","Cahors"
50746,"France","Riesling",89,NULL,"Alsace","Alsace"
50761,"France","Bordeaux-style Red Blend",85,"12","Bordeaux","Bordeaux Rosé"
50767,"France","Bordeaux-style Red Blend",85,"24","Bordeaux","Graves"
50790,"France","Malbec",87,"17","Southwest France","Cahors"
50800,"France","Red Blend",87,"12","Southwest France","Gaillac"
50817,"France","Merlot-Malbec",87,"12","Southwest France","Buzet"
50837,"France","Bordeaux-style Red Blend",96,NULL,"Bordeaux","Margaux"
50838,"France","Bordeaux-style Red Blend",93,NULL,"Bordeaux","Saint-√âmilion"
50839,"France","Bordeaux-style White Blend",93,NULL,"Bordeaux","Bordeaux Blanc"
50840,"France","Bordeaux-style Red Blend",93,NULL,"Bordeaux","Pauillac"
50841,"France","Bordeaux-style Red Blend",93,NULL,"Bordeaux","Saint-Estèphe"
50842,"France","Bordeaux-style Red Blend",93,NULL,"Bordeaux","Saint-Estèphe"
50843,"France","Bordeaux-style Red Blend",93,NULL,"Bordeaux","Margaux"
50844,"France","Bordeaux-style Red Blend",93,NULL,"Bordeaux","Saint-Julien"
50845,"France","Bordeaux-style Red Blend",92,NULL,"Bordeaux","Pauillac"
50846,"France","Bordeaux-style Red Blend",92,NULL,"Bordeaux","Pauillac"
50847,"France","Bordeaux-style Red Blend",92,"105","Bordeaux","Saint-√âmilion"
50848,"France","Bordeaux-style Red Blend",92,NULL,"Bordeaux","Margaux"
50849,"France","Bordeaux-style White Blend",92,NULL,"Bordeaux","Pessac-Léognan"
50882,"France","Rhône-style Red Blend",87,"20","Rhône Valley","Côtes du Rhône Villages"
50894,"France","Pinot Noir",87,"13","Burgundy","Bourgogne Côtes d‚ÄôAuxerre"
50896,"France","Syrah",87,"23","Rhône Valley","Crozes-Hermitage"
50903,"France","Syrah",87,"28","Rhône Valley","Crozes-Hermitage"
50904,"France","Rhône-style Red Blend",87,"15","Rhône Valley","Côtes du Rhône"
50906,"France","Syrah",87,"29","Rhône Valley","Crozes-Hermitage"
50909,"France","Rhône-style Red Blend",87,"15","Rhône Valley","Côtes du Rhône"
50919,"France","Sauvignon Blanc",88,NULL,"Loire Valley","Sancerre"
50920,"France","Chardonnay",88,"56","Burgundy","Ladoix"
50933,"France","Chardonnay",88,"65","Champagne","Champagne"
50943,"France","Chardonnay",87,"15","Burgundy","M√¢con-Lugny"
50967,"France","Pinot Noir",87,"55","Burgundy","Nuits-St.-Georges"
50987,"France","Rosé",86,"11","Provence","Côtes de Provence"
50990,"France","Sauvignon Blanc",86,"10","Southwest France","Vin de Pays des Côtes de Gascogne"
51004,"France","Sauvignon Blanc",84,"13","France Other","Vin de Pays de France"
51019,"France","Bordeaux-style Red Blend",84,"22","Bordeaux","Canon-Fronsac"
51020,"France","Rosé",84,"17","Southwest France","Bergerac"
51021,"France","Bordeaux-style Red Blend",84,"17","Bordeaux","Montagne-Saint-√âmilion"
51022,"France","Bordeaux-style Red Blend",84,"18","Bordeaux","Bordeaux Supérieur"
51024,"France","Red Blend",84,"11","France Other","Vin de Table Francais"
51036,"France","Pinot Noir",89,"60","Burgundy","Santenay"
51056,"France","Champagne Blend",89,"55","Champagne","Champagne"
51065,"France","Bordeaux-style Red Blend",85,NULL,"Bordeaux","Bordeaux"
51066,"France","Merlot",85,"12","Bordeaux","Bordeaux"
51067,"France","Bordeaux-style Red Blend",85,"20","Bordeaux","Premieres Côtes de Bordeaux"
51076,"France","Bordeaux-style Red Blend",85,"10","Bordeaux","Bordeaux"
51099,"France","Gamay",87,"14","Beaujolais","Brouilly"
51116,"France","Gros and Petit Manseng",87,"20","Southwest France","Juran√ßon Sec"
51120,"France","Bordeaux-style Red Blend",92,NULL,"Bordeaux","Fronsac"
51121,"France","Bordeaux-style Red Blend",91,NULL,"Bordeaux","Saint-√âmilion"
51122,"France","Bordeaux-style Red Blend",91,NULL,"Bordeaux","Saint-√âmilion"
51123,"France","Bordeaux-style Red Blend",90,NULL,"Bordeaux","Pauillac"
51124,"France","Bordeaux-style Red Blend",90,NULL,"Bordeaux","Médoc"
51125,"France","Bordeaux-style Red Blend",90,NULL,"Bordeaux","Pessac-Léognan"
51126,"France","Rosé",90,NULL,"Provence","Côtes de Provence"
51127,"France","Bordeaux-style Red Blend",90,NULL,"Bordeaux","Saint-Estèphe"
51128,"France","Bordeaux-style Red Blend",89,NULL,"Bordeaux","Pessac-Léognan"
51129,"France","Bordeaux-style Red Blend",89,NULL,"Bordeaux","Haut-Médoc"
51130,"France","Bordeaux-style Red Blend",89,NULL,"Bordeaux","Saint-√âmilion"
51131,"France","Bordeaux-style Red Blend",89,NULL,"Bordeaux","Saint-Julien"
51132,"France","Rosé",88,NULL,"Provence","Côtes de Provence"
51133,"France","Rosé",88,NULL,"Provence","Côtes de Provence"
51134,"France","Rosé",87,NULL,"Provence","Coteaux d'Aix-en-Provence"
51135,"France","Rosé",86,NULL,"Provence","Côtes de Provence"
51136,"France","Bordeaux-style Red Blend",90,NULL,"Bordeaux","Médoc"
51137,"France","Bordeaux-style Red Blend",88,NULL,"Bordeaux","Médoc"
51138,"France","Bordeaux-style Red Blend",88,NULL,"Bordeaux","Médoc"
51139,"France","Bordeaux-style Red Blend",84,NULL,"Bordeaux","Médoc"
51148,"France","Red Blend",96,"380","Languedoc-RoUnited Statessillon","Maury"
51217,"France","Pinot Noir",88,"58","Burgundy","Gevrey-Chambertin"
51218,"France","Pinot Noir",88,NULL,"Burgundy","Gevrey-Chambertin"
51231,"France","Chardonnay",88,"42","Burgundy","Chablis"
51233,"France","Chardonnay",88,"26","Burgundy","Rully"
51237,"France","Rhône-style Red Blend",88,"35","Languedoc-RoUnited Statessillon","Faug√®res"
51238,"France","Rhône-style Red Blend",88,"22","Provence","Bandol"
51240,"France","Pinot Noir",87,"23","Burgundy","Chorey-l√®s-Beaune"
51250,"France","Pinot Noir",87,"25","Burgundy","Santenay"
51280,"France","Malbec",84,"16","Southwest France","Cahors"
51282,"France","Bordeaux-style Red Blend",84,NULL,"Bordeaux","Bordeaux Supérieur"
51283,"France","Bordeaux-style Red Blend",84,NULL,"Bordeaux","Bordeaux"
51295,"France","Gamay",83,NULL,"France Other","Vin de Table Francais"
51335,"France","Bordeaux-style Red Blend",84,NULL,"Bordeaux","Saint-√âmilion"
51369,"France","Gamay",87,"10","Beaujolais","Beaujolais-Villages"
51397,"France","MUnited Statescat",88,"25","Languedoc-RoUnited Statessillon","MUnited Statescat de Rivesaltes"
51401,"France","Gamay",88,"14","Beaujolais","Beaujolais-Villages"
51411,"France","Chardonnay",88,"60","Champagne","Champagne"
51412,"France","Champagne Blend",88,"50","Champagne","Champagne"
51421,"France","Red Blend",95,"350","Languedoc-RoUnited Statessillon","Rivesaltes"
51433,"France","Rhône-style Red Blend",94,"75","Languedoc-RoUnited Statessillon","Corbières-Boutenac"
51438,"France","Malbec",94,"30","Southwest France","Cahors"
51440,"France","Rhône-style Red Blend",93,"75","Languedoc-RoUnited Statessillon","Corbières-Boutenac"
51485,"France","Pinot Noir",87,NULL,"Burgundy","Pernand-Vergelesses"
51490,"France","Pinot Noir",87,NULL,"Burgundy","Côte de Beaune-Villages"
51498,"France","Pinot Noir",87,"40","Burgundy","Monthélie"
51536,"France","Rhône-style Red Blend",88,"20","Languedoc-RoUnited Statessillon","Faug√®res"
51537,"France","Melon",88,"12","Loire Valley","MUnited Statescadet Sèvre et Maine"
51550,"France","Pinot Noir",87,"51","Burgundy","Pommard"
51568,"France","Pinot Noir",86,"39","Burgundy","Chorey-l√®s-Beaune"
51571,"France","Bordeaux-style Red Blend",83,NULL,"Bordeaux","Premieres Côtes de Bordeaux"
51573,"France","Bordeaux-style Red Blend",83,NULL,"Southwest France","Bergerac"
51575,"France","Pinot Noir",83,"12","Languedoc-RoUnited Statessillon","Vin de Pays d'Oc"
51585,"France","Chardonnay",83,"10","France Other","Vin de Pays Vignobles de France"
51586,"France","Malbec-Merlot",83,NULL,"Southwest France","Cahors"
51592,"France","Bordeaux-style Red Blend",82,"19","Bordeaux","Côtes de Castillon"
51595,"France","Bordeaux-style Red Blend",82,"15","Bordeaux","Bordeaux"
51596,"France","Bordeaux-style Red Blend",82,NULL,"Bordeaux","Premieres Côtes de Bordeaux"
51599,"France","Chenin Blanc",82,NULL,"Loire Valley","Vouvray"
51612,"France","Rosé",86,"16","Provence","Côtes de Provence"
51631,"France","Bordeaux-style Red Blend",84,"35","Bordeaux","Saint-√âmilion"
51643,"France","Bordeaux-style Red Blend",83,NULL,"Bordeaux","Haut-Médoc"
51655,"France","Bordeaux-style Red Blend",82,NULL,"Bordeaux","Bordeaux"
51662,"France","Bordeaux-style Red Blend",87,"25","Bordeaux","Haut-Médoc"
51664,"France","Red Blend",87,"16","Southwest France","Gaillac"
51670,"France","Bordeaux-style Red Blend",87,"30","Bordeaux","Médoc"
51671,"France","Merlot",87,"14","Southwest France","Bergerac"
51672,"France","Bordeaux-style Red Blend",87,"16","Bordeaux","Médoc"
51673,"France","Bordeaux-style Red Blend",87,"20","Southwest France","Bergerac"
51674,"France","Bordeaux-style Red Blend",87,"15","Bordeaux","Bordeaux"
51702,"France","Pinot Gris",88,NULL,"Alsace","Alsace"
51712,"France","Gamay",88,"18","Beaujolais","Brouilly"
51716,"France","Champagne Blend",88,"85","Champagne","Champagne"
51728,"France","Malbec",93,"30","Southwest France","Cahors"
51729,"France","Malbec",93,"60","Southwest France","Cahors"
51739,"France","Red Blend",93,"300","Languedoc-RoUnited Statessillon","Banyuls"
51747,"France","Malbec",93,NULL,"Southwest France","Cahors"
51748,"France","Malbec",93,"22","Southwest France","Cahors"
51765,"France","Pinot Gris",93,"34","Alsace","Alsace"
51801,"France","Pinot Noir",86,NULL,"Burgundy","Saint-Aubin"
51809,"France","Pinot Noir",86,NULL,"Burgundy","Mercurey"
51811,"France","Chenin Blanc",88,"16","Loire Valley","Vouvray"
51812,"France","Rhône-style Red Blend",88,"20","Languedoc-RoUnited Statessillon","Faug√®res"
51822,"France","Pinot Noir",88,NULL,"Burgundy","Savigny-l√®s-Beaune"
51823,"France","Pinot Noir",88,"33","Loire Valley","Sancerre"
51829,"France","Chenin Blanc",87,"15","Loire Valley","Vouvray"
51831,"France","Chardonnay",87,"50","Burgundy","Chassagne-Montrachet"
51873,"France","Sauvignon Blanc",81,NULL,"Loire Valley","Sancerre"
51882,"France","Bordeaux-style Red Blend",81,NULL,"Bordeaux","Premieres Côtes de Bordeaux"
51886,"France","Chardonnay",100,"1400","Champagne","Champagne"
51887,"France","Champagne Blend",99,"385","Champagne","Champagne"
51888,"France","Champagne Blend",98,"170","Champagne","Champagne"
51889,"France","Champagne Blend",97,"260","Champagne","Champagne"
51890,"France","Champagne Blend",97,"229","Champagne","Champagne"
51892,"France","Champagne Blend",97,NULL,"Champagne","Champagne"
51893,"France","Champagne Blend",97,"185","Champagne","Champagne"
51895,"France","Champagne Blend",96,NULL,"Champagne","Champagne"
51897,"France","Chardonnay",96,"180","Champagne","Champagne"
51908,"France","Bordeaux-style Red Blend",86,"20","Bordeaux","Puisseguin Saint-√âmilion"
51909,"France","Bordeaux-style White Blend",86,"12","Bordeaux","Bordeaux Blanc"
51910,"France","Bordeaux-style Red Blend",86,"45","Bordeaux","Médoc"
51911,"France","Bordeaux-style Red Blend",86,NULL,"Bordeaux","Médoc"
51912,"France","Gamay",86,"15","Beaujolais","Beaujolais Rosé"
51913,"France","Gamay",86,"16","Beaujolais","Beaujolais"
51924,"France","Sauvignon Blanc",86,"11","Southwest France","Côtes de Gascogne"
51925,"France","Gamay",86,"20","Beaujolais","Côte de Brouilly"
51933,"France","Rosé",85,"15","Provence","Côtes de Provence"
51955,"France","Rosé",85,"15","Provence","Côtes de Provence"
51966,"France","Bordeaux-style Red Blend",82,"10","Bordeaux","Bordeaux"
52000,"France","Pinot Noir",88,"65","Burgundy","Gevrey-Chambertin"
52001,"France","Champagne Blend",88,"95","Champagne","Champagne"
52024,"France","Malbec",92,"30","Southwest France","Cahors"
52031,"France","Malbec",92,"20","Southwest France","Cahors"
52034,"France","Malbec",92,"30","Southwest France","Cahors"
52037,"France","Malbec",92,"22","Southwest France","Cahors"
52088,"France","Syrah",86,"18","Rhône Valley","Crozes-Hermitage"
52094,"France","Syrah",86,"18","Rhône Valley","Crozes-Hermitage"
52109,"France","Pinot Noir",86,"28","Burgundy","Bourgogne"
52124,"France","Chardonnay",87,"31","Burgundy","Mercurey"
52125,"France","Rhône-style Red Blend",87,"19","Languedoc-RoUnited Statessillon","Faug√®res"
52131,"France","Melon",87,NULL,"Loire Valley","MUnited Statescadet Sèvre et Maine"
52411,"France","Chardonnay",87,"13","Burgundy","M√¢con-Villages"
52149,"France","Chardonnay",86,"22","Burgundy","Saint-Véran"
52153,"France","Chardonnay",86,"34","Burgundy","Montagny"
52175,"France","Champagne Blend",95,"150","Champagne","Champagne"
52158,"France","Chardonnay",86,"19","Burgundy","Pouilly-Vinzelles"
52159,"France","Chardonnay",86,"29","Burgundy","Pouilly-Fuissé"
52166,"France","Pinot Noir",86,"38","Burgundy","Santenay"
52170,"France","Champagne Blend",96,"350","Champagne","Champagne"
52177,"France","Champagne Blend",95,"120","Champagne","Champagne"
52178,"France","Champagne Blend",95,"67","Champagne","Champagne"
52180,"France","Champagne Blend",95,NULL,"Champagne","Champagne"
52183,"France","Champagne Blend",95,"95","Champagne","Champagne"
52187,"France","Chardonnay",95,NULL,"Champagne","Champagne"
52191,"France","Champagne Blend",95,"390","Champagne","Champagne"
52192,"France","Chardonnay",95,"150","Champagne","Champagne"
52193,"France","Chardonnay",95,"69","Champagne","Champagne"
52202,"France","Gamay",86,"13","Beaujolais","Beaujolais-Villages"
52205,"France","Ugni Blanc-Colombard",86,"12","Southwest France","Côtes de Gascogne"
52209,"France","Mauzac",86,"15","Southwest France","Gaillac"
52210,"France","Bordeaux-style Red Blend",86,"8","Bordeaux","Bordeaux Supérieur"
52211,"France","Bordeaux-style Red Blend",86,NULL,"Bordeaux","Médoc"
52212,"France","Gamay",86,"11","Beaujolais","Beaujolais"
52214,"France","Gros Manseng",86,"19","Southwest France","Juran√ßon Sec"
52221,"France","Bordeaux-style Red Blend",86,"18","Bordeaux","Blaye Côtes de Bordeaux"
52230,"France","Rosé",85,NULL,"Provence","Côtes de Provence"
