id,title,country,points,price,province,variety,winery
14591,Mercy 2012 Griva Vineyard Pinot Noir (Arroyo Seco),US,93,$38.00 ,California,Pinot Noir,Mercy
14592,Fielding Hills 2012 Estate Riverbend Vineyard Merlot (Wahluke Slope),US,91,$36.00 ,Washington,Merlot,Fielding Hills
14593,Leonard Kreusch 2012 Riesling (Mosel),Germany,86,$12.00 ,Mosel,Riesling,Leonard Kreusch
14594,Cono Sur 2012 20 Barrels Limited Edition Peralillo Estate Merlot (Colchagua Valley),Chile,91,$35.00 ,Colchagua Valley,Merlot,Cono Sur
14595,PreVail 2012 Back Forty Cabernet Sauvignon (Alexander Valley),US,91,$90.00 ,California,Cabernet Sauvignon,PreVail
14596,ChÃƒÂ¢teau La Nerthe 2012 Clos de Beauvenir White (ChÃƒÂ¢teauneuf-du-Pape),France,95,$169.00 ,RhÃƒÂ´ne Valley,RhÃƒÂ´ne-style White Blend,ChÃƒÂ¢teau La Nerthe
14597,Maverick 2012 Breechens Chardonnay-Semillon (Barossa),Australia,89,$18.00 ,South Australia,Chardonnay-Semillon,Maverick
14598,Famille Laplace 2012 ChÃƒÂ¢teau d'Aydie Tannat (Madiran),France,93,$29.00 ,Southwest France,Tannat,Famille Laplace
14599,ChÃƒÂ¢teau des Rontets 2012 Clos Varambon (Pouilly-FuissÃƒÂ©),France,90,$36.00 ,Burgundy,Chardonnay,ChÃƒÂ¢teau des Rontets
14600,Mosquito Fleet 2012 Cabernet Sauvignon (Walla Walla Valley (WA)),US,88,$39.00 ,Washington,Cabernet Sauvignon,Mosquito Fleet
14601,Vidon Vineyard 2012 Hans Clone Pommard Pinot Noir (Chehalem Mountains),US,93,$50.00 ,Oregon,Pinot Noir,Vidon Vineyard
14602,Windsor Oaks 2012 Reserve Chardonnay (Russian River Valley),US,87,$35.00 ,California,Chardonnay,Windsor Oaks
14603,Michel Torino 2012 Don David Reserve Malbec (CalchaquÃƒÂ­ Valley),Argentina,91,$18.00 ,Other,Malbec,Michel Torino
14604,Cinco Sentidos 2012 Reserva Malbec (Mendoza),Argentina,86,$14.00 ,Mendoza Province,Malbec,Cinco Sentidos
14605,Matthias MÃƒÂ¼ller 2012 Alte Reben Bopparder Hamm Feinherb Riesling (Mittelrhein),Germany,94,$33.00 ,Mittelrhein,Riesling,Matthias MÃƒÂ¼ller
14606,Trump 2012 RosÃƒÂ© (Monticello),US,86,$14.00 ,Virginia,RosÃƒÂ©,Trump
14607,Lava Cap 2012 Estate Bottled Cabernet Franc (El Dorado),US,90,$28.00 ,California,Cabernet Franc,Lava Cap
14608,Bindi Sergardi 2012 La Ghirlanda (Chianti Classico),Italy,89,$20.00 ,Tuscany,Red Blend,Bindi Sergardi
14609,Castle Rock 2012 Reserve Chardonnay (Russian River Valley),US,87,$18.00 ,California,Chardonnay,Castle Rock
14610,Cantine Bellini 2012 Chianti Rufina,Italy,87,$17.00 ,Tuscany,Red Blend,Cantine Bellini
14611,Kenwood 2012 Pinot Noir (Russian River Valley),US,87,$15.00 ,California,Pinot Noir,Kenwood
14612,Woodenhead 2012 Buena Tierra Vineyard E Block Clone 115 Pinot Noir (Russian River Valley),US,92,$65.00 ,California,Pinot Noir,Woodenhead
14613,FranÃƒÂ§ois Lurton 2012 Hacienda Araucano Clos de Lolol Red (Lolol Valley),Chile,90,$20.00 ,Lolol Valley,Red Blend,FranÃƒÂ§ois Lurton
14614,ChÃƒÂ¢teau Valade 2012 L'Etendard de ChÃƒÂ¢teau Valade (Saint-ÃƒÂ‰milion),France,89,$28.00 ,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau Valade
14615,Hawkins Cellars 2012 Pinot Noir (Eola-Amity Hills),US,87,$30.00 ,Oregon,Pinot Noir,Hawkins Cellars
14616,MarquÃƒÂ©s de Gelida 2012 Brut Gran Reserva Sparkling (PenedÃƒÂ¨s),Spain,88,$19.00 ,Catalonia,Sparkling Blend,MarquÃƒÂ©s de Gelida
14617,Castello di Bolgheri 2012 VarvÃƒÂ ra (Bolgheri),Italy,90,$28.00 ,Tuscany,Red Blend,Castello di Bolgheri
14618,FÃƒÂ©lix Rocha 2012 Quinta de SÃƒÂ£o CristÃƒÂ³vÃƒÂ£o Red (Lisboa),Portugal,84,NULL,Lisboa,Portuguese Red,FÃƒÂ©lix Rocha
14619,Casa da Passarella 2012 O OenÃƒÂ³lgo Encruzado (DÃƒÂ£o),Portugal,91,$32.00 ,DÃƒÂ£o,Encruzado,Casa da Passarella
14620,La Prevostura 2012 Lessona,Italy,91,$45.00 ,Piedmont,Nebbiolo,La Prevostura
14621,Maso Poli 2012 Pinot Grigio (Trentino),Italy,86,$22.00 ,Northeastern Italy,Pinot Grigio,Maso Poli
14622,Vercoope 2012 PavÃƒÂ£o RosÃƒÂ© (Vinho Verde),Portugal,84,NULL,Vinho Verde,RosÃƒÂ©,Vercoope
14623,Le Chiuse 2012 Rosso di Montalcino,Italy,92,$30.00 ,Tuscany,Sangiovese,Le Chiuse
14624,Williams Selyem 2012 Eastside Road Neighbors Pinot Noir (Russian River Valley),US,95,$52.00 ,California,Pinot Noir,Williams Selyem
14625,Casa da Passarella 2012 Somontes Branco Encruzado (DÃƒÂ£o),Portugal,89,$18.00 ,DÃƒÂ£o,Encruzado,Casa da Passarella
14626,ChÃƒÂ¢teau Palmer 2012 Alter Ego de ChÃƒÂ¢teau Palmer Barrel Sample (Margaux),France,92,NULL,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau Palmer
14627,ChÃƒÂ¢teau Maubert 2012 Cadillac CÃƒÂ´tes de Bordeaux,France,90,$25.00 ,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau Maubert
14628,Laura Michael 2012 Barlow Vineyards Cabernet Sauvignon (Calistoga),US,88,$52.00 ,California,Cabernet Sauvignon,Laura Michael
14629,Santa Barbara Winery 2012 Sauvignon Blanc (Santa Ynez Valley),US,85,$17.00 ,California,Sauvignon Blanc,Santa Barbara Winery
14630,Ramey 2012 Syrah (Sonoma Coast),US,90,$40.00 ,California,Syrah,Ramey
14631,Ouled Thaleb 2012 Syrah (Zenata),Morocco,90,$18.00 ,Zenata,Syrah,Ouled Thaleb
14632,ChÃƒÂ¢teau Langoa Barton 2012 Barrel Sample (Saint-Julien),France,93,NULL,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau Langoa Barton
14633,Manuel Olivier 2012 Aloxe-Corton,France,89,$50.00 ,Burgundy,Pinot Noir,Manuel Olivier
14634,Covington 2012 Sangiovese (Columbia Valley (WA)),US,91,$27.00 ,Washington,Sangiovese,Covington
14635,Woodward Canyon 2012 Estate Sauvignon Blanc (Walla Walla Valley (WA)),US,91,$26.00 ,Washington,Sauvignon Blanc,Woodward Canyon
14636,Bodega El Transito 2012 Pietro Marini TorrontÃƒÂ©s (Salta),Argentina,83,$12.00 ,Other,TorrontÃƒÂ©s,Bodega El Transito
14637,Undurraga 2012 U Estate Grown Pinot Noir (Maipo Valley),Chile,86,$11.00 ,Maipo Valley,Pinot Noir,Undurraga
14638,Domaine de Gensac 2012 Piaffer Red (Gers),France,89,$27.00 ,Southwest France,Red Blend,Domaine de Gensac
14639,Elk Cove 2012 Roosevelt Pinot Noir (Willamette Valley),US,95,$85.00 ,Oregon,Pinot Noir,Elk Cove
14640,Forward Kidd 2012 Red (Napa Valley),US,92,$50.00 ,California,Red Blend,Forward Kidd
14641,Columbia Winery 2012 Merlot (Columbia Valley (WA)),US,89,$14.00 ,Washington,Merlot,Columbia Winery
14642,Quinta do Casal Monteiro 2012 Forma de Arte Reserva Red (Tejo),Portugal,86,$15.00 ,Tejo,Portuguese Red,Quinta do Casal Monteiro
14643,Wirra Wirra 2012 Catapult Shiraz (McLaren Vale),Australia,90,$20.00 ,South Australia,Shiraz,Wirra Wirra
14644,Tinhorn Creek 2012 Oldfield Series Merlot (Okanagan Valley),Canada,85,$28.00 ,British Columbia,Merlot,Tinhorn Creek
14645,Three Rivers 2012 Cabernet Sauvignon (Walla Walla Valley (WA)),US,87,$39.00 ,Washington,Cabernet Sauvignon,Three Rivers
14646,Domaine du Tariquet 2012 Sauvignon Blanc (CÃƒÂ´tes de Gascogne),France,86,$12.00 ,Southwest France,Sauvignon Blanc,Domaine du Tariquet
14647,Joseph Drouhin 2012 Domaine Drouhin-Vaudon SÃƒÂ©cher Premier Cru (Chablis),France,92,$40.00 ,Burgundy,Chardonnay,Joseph Drouhin
14648,Geyser Peak 2012 Pinot Grigio (California),US,89,$10.00 ,California,Pinot Grigio,Geyser Peak
14649,J Vineyards & Winery 2012 Strata Pinot Noir (Russian River Valley),US,92,$50.00 ,California,Pinot Noir,J Vineyards & Winery
14650,Alpha Crucis 2012 Shiraz (McLaren Vale),Australia,91,$70.00 ,South Australia,Shiraz,Alpha Crucis
14651,Redhawk 2012 Pataccoli Family Vineyard Pinot Noir (Eola-Amity Hills),US,90,$35.00 ,Oregon,Pinot Noir,Redhawk
14652,Svago Buono 2012 Grazia Late Harvest White (Santa Ynez Valley),US,89,$39.00 ,California,White Blend,Svago Buono
14653,Testarossa 2012 Brosseau Vineyard Pinot Noir (Chalone),US,88,$61.00 ,California,Pinot Noir,Testarossa
14654,McIntyre Vineyards 2012 Estate 25th Anniversary Pinot Noir (Santa Lucia Highlands),US,89,$36.00 ,California,Pinot Noir,McIntyre Vineyards
14655,Dry Creek Vineyard 2012 Dry Chenin Blanc (Clarksburg),US,89,$12.00 ,California,Chenin Blanc,Dry Creek Vineyard
14656,Portlandia 2012 Pinot Noir (Willamette Valley),US,88,$25.00 ,Oregon,Pinot Noir,Portlandia
14657,Banshee Wines 2012 Sauvignon Blanc (Sonoma County),US,85,$18.00 ,California,Sauvignon Blanc,Banshee Wines
14658,Louis Bernard 2012 RosÃƒÂ© (CÃƒÂ´tes du RhÃƒÂ´ne),France,86,$12.00 ,RhÃƒÂ´ne Valley,RosÃƒÂ©,Louis Bernard
14659,Robert Young 2012 Chardonnay (Alexander Valley),US,88,$42.00 ,California,Chardonnay,Robert Young
14660,Fattoria dei Barbi 2012 Brunello di Montalcino,Italy,93,$55.00 ,Tuscany,Sangiovese,Fattoria dei Barbi
14661,Cantine di Marzo 2012 Cantine Storiche Aglianico (Irpinia),Italy,86,$25.00 ,Southern Italy,Aglianico,Cantine di Marzo
14662,Pollak 2012 Estate Grown Chardonnay (Monticello),US,86,$20.00 ,Virginia,Chardonnay,Pollak
14663,Patland 2012 Terra Del Cuore Estate Grown Malbec (Napa Valley),US,88,$75.00 ,California,Malbec,Patland
14664,Dalliance 2012 Red (Lake County),US,86,$20.00 ,California,Red Blend,Dalliance
14665,Santa Julia 2012 Malbec (Mendoza),Argentina,86,$10.00 ,Mendoza Province,Malbec,Santa Julia
14666,R&A; Pfaffl 2012 Austrian Cherry Zweigelt (NiederÃƒÂ¶sterreich),Austria,87,$14.00 ,NiederÃƒÂ¶sterreich,Zweigelt,R&A; Pfaffl
14667,Jack 2012 Cabernet Sauvignon (Napa Valley),US,90,$100.00 ,California,Cabernet Sauvignon,Jack
14668,Joseph Drouhin 2012 Lavaux Saint-Jacques Premier Cru (Gevrey-Chambertin),France,95,$168.00 ,Burgundy,Pinot Noir,Joseph Drouhin
14669,Citari 2012 Sorgente (Lugana),Italy,85,$18.00 ,Lombardy,Turbiana,Citari
14670,ChÃƒÂ¢teau La Roche Bazin 2012 Blaye CÃƒÂ´tes de Bordeaux,France,88,$10.00 ,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau La Roche Bazin
14671,Domaine Uby 2012 Sauvignon Blanc (CÃƒÂ´tes de Gascogne),France,86,$11.00 ,Southwest France,Sauvignon Blanc,Domaine Uby
14672,Ironstone 2012 Reserve Old Vine Zinfandel (Lodi),US,90,$20.00 ,California,Zinfandel,Ironstone
14673,Curtis 2012 Heritage RosÃƒÂ© (Santa Barbara County),US,88,$20.00 ,California,RosÃƒÂ©,Curtis
14674,Wiegner 2012 Elisena White (Terre Siciliane),Italy,90,$32.00 ,Sicily & Sardinia,White Blend,Wiegner
14675,ChÃƒÂ¢teau Renard 2012 Fronsac,France,89,$23.00 ,Bordeaux,Merlot,ChÃƒÂ¢teau Renard
14676,Henri Bourgeois 2012 Petit Bourgeois Cabernet Franc (Vin de Pays du Val de Loire),France,85,$13.00 ,Loire Valley,Cabernet Franc,Henri Bourgeois
14677,ChÃƒÂ¢teau Margaux 2012 Barrel Sample (Margaux),France,95,NULL,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau Margaux
14678,Greenwood Ridge 2012 HundredPoint Cabernet Sauvignon (Mendocino Ridge),US,86,$35.00 ,California,Cabernet Sauvignon,Greenwood Ridge
14679,Balma Venitia 2012 LÃƒÂ©gende des Toques Red (CÃƒÂ´tes du RhÃƒÂ´ne),France,88,$12.00 ,RhÃƒÂ´ne Valley,RhÃƒÂ´ne-style Red Blend,Balma Venitia
14680,Hogue 2012 Riesling (Columbia Valley (WA)),US,90,$11.00 ,Washington,Riesling,Hogue
14681,Erich Scheiblhofer 2012 Andau Zweigelt (Burgenland),Austria,85,NULL,Burgenland,Zweigelt,Erich Scheiblhofer
14682,ChÃƒÂ¢teau Lamartine 2012 Expression Malbec (Cahors),France,92,$23.00 ,Southwest France,Malbec,ChÃƒÂ¢teau Lamartine
14683,Waterbrook 2012 Reserve Chardonnay (Columbia Valley (WA)),US,87,$18.00 ,Washington,Chardonnay,Waterbrook
14684,Massi di Mandorlaia 2012 Vermentino (Maremma Toscana),Italy,85,$16.00 ,Tuscany,Vermentino,Massi di Mandorlaia
14685,ChÃƒÂ¢teau Los Boldos 2012 Momentos Reserva Syrah (Cachapoal Valley),Chile,83,$10.00 ,Cachapoal Valley,Syrah,ChÃƒÂ¢teau Los Boldos
14686,Chateau St. Jean 2012 Pinot Noir (Russian River Valley),US,88,$70.00 ,California,Pinot Noir,Chateau St. Jean
14687,Milbrandt 2012 Traditions Chardonnay (Columbia Valley (WA)),US,88,$13.00 ,Washington,Chardonnay,Milbrandt
14688,Bodega Cuarto Dominio 2012 Malbec (Mendoza),Argentina,92,$50.00 ,Mendoza Province,Malbec,Bodega Cuarto Dominio
14689,Pali 2012 Durell Vineyard Chardonnay (Sonoma Coast),US,90,$50.00 ,California,Chardonnay,Pali
14690,San Felice 2012 Villa La Pagliaia (Chianti Classico),Italy,89,NULL,Tuscany,Red Blend,San Felice
14691,Fable Mountain 2012 Night Sky Red (Coastal Region),South Africa,92,$50.00 ,Coastal Region,RhÃƒÂ´ne-style Red Blend,Fable Mountain
14692,Schug 2012 Pinot Noir (Carneros),US,86,$30.00 ,California,Pinot Noir,Schug
14693,Darcie Kent Vineyards 2012 Pinot Noir (Monterey),US,90,$30.00 ,California,Pinot Noir,Darcie Kent Vineyards
14694,Site 2012 Stolpman Vineyards Roussanne (Ballard Canyon),US,90,$40.00 ,California,Roussanne,Site
14695,ChÃƒÂ¢teau de Pez 2012 Barrel Sample (Saint-EstÃƒÂ¨phe),France,93,NULL,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau de Pez
14696,Raymond 2012 District Collection Cabernet Sauvignon (Rutherford),US,92,$85.00 ,California,Cabernet Sauvignon,Raymond
14697,Bret Brothers 2012 Les MÃƒÂƒÃ‚Â»res (Pouilly-LochÃƒÂ©),France,86,$41.00 ,Burgundy,Chardonnay,Bret Brothers
14698,West of Temperance 2012 Aglianico (California),US,91,$30.00 ,California,Aglianico,West of Temperance
14699,Clos de la Tech 2012 Domaine Du Docteur Rodgers Pinot Noir (Santa Cruz Mountains),US,96,$102.00 ,California,Pinot Noir,Clos de la Tech
14700,Manfred Tement 2012 Grassnitzberg Erste Lage Sauvignon Blanc (SÃƒÂ¼doststeiermark),Austria,93,NULL,SÃƒÂ¼doststeiermark,Sauvignon Blanc,Manfred Tement
14701,MarquÃƒÂ©s de la Concordia 2012 MM Reserva de la Familia Brut RosÃƒÂ© Sparkling (Cava),Spain,86,$15.00 ,Catalonia,Sparkling Blend,MarquÃƒÂ©s de la Concordia
14702,Domaine Zind-Humbrecht 2012 Clos Saint Urbain Rangen de Thann Grand Cru Gewurztraminer (Alsace),France,96,$120.00 ,Alsace,GewÃƒÂ¼rztraminer,Domaine Zind-Humbrecht
14703,Bailiwick 2012 Silver Pines Vineyard Pinot Noir (Sonoma Mountain),US,87,$38.00 ,California,Pinot Noir,Bailiwick
14704,Viluko 2012 Split Rock Cabernet Sauvignon (Sonoma County),US,88,$35.00 ,California,Cabernet Sauvignon,Viluko
14705,Perry Creek 2012 Altitude 2401 Reserve Fair Play Farms Barbera (California),US,89,$20.00 ,California,Barbera,Perry Creek
14706,Ventana 2012 Estate Pinot Noir (Arroyo Seco),US,86,$32.00 ,California,Pinot Noir,Ventana
14707,Borgo Maragliano 2012 Giovanni Galliano Brut RosÃƒÂ© Metodo Classico Sparkling (Vino Spumante),Italy,87,NULL,Italy Other,Sparkling Blend,Borgo Maragliano
14708,Lander-Jenkins 2012 Chardonnay (California),US,85,$15.00 ,California,Chardonnay,Lander-Jenkins
14710,Bonacchi 2012 Brunello di Montalcino,Italy,87,$45.00 ,Tuscany,Sangiovese,Bonacchi
14711,Patterson 2012 MÃƒÂ©lange Blanc White (Columbia Valley (WA)),US,87,$23.00 ,Washington,White Blend,Patterson
14712,Bougetz 2012 The Cairn Pinot Noir (Sonoma Coast),US,85,$39.00 ,California,Pinot Noir,Bougetz
14713,Patrocinio 2012 Zinio Tempranillo-Graciano (Rioja),Spain,86,$15.00 ,Northern Spain,Tempranillo Blend,Patrocinio
14714,ChÃƒÂ¢teau Clos Bourbon 2012 Cadillac CÃƒÂ´tes de Bordeaux,France,84,$15.00 ,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau Clos Bourbon
14715,Padelletti 2012 Rosso di Montalcino,Italy,91,NULL,Tuscany,Sangiovese,Padelletti
14716,Midalidare 2012 Reserve Red (Thracian Valley),Bulgaria,90,$100.00 ,Thracian Valley,Red Blend,Midalidare
14717,Castell 2012 Castell Trocken Silvaner (Franken),Germany,89,$18.00 ,Franken,Silvaner,Castell
14718,Alberto Oggero 2012 Roero,Italy,89,NULL,Piedmont,Nebbiolo,Alberto Oggero
14719,Tegernseerhof 2012 HÃƒÂ¶hereck Smaragd GrÃƒÂ¼ner Veltliner (Wachau),Austria,92,$44.00 ,Wachau,GrÃƒÂ¼ner Veltliner,Tegernseerhof
14720,Cielo 2012 Malibu Rouge Red (Saddle Rock-Malibu),US,93,$100.00 ,California,Red Blend,Cielo
14721,Monte Zovo 2012 Amarone della Valpolicella,Italy,91,$55.00 ,Veneto,Red Blend,Monte Zovo
14722,Eleven Eleven 2012 Bacigalupi Vineyard Pinot Noir (Russian River Valley),US,91,$65.00 ,California,Pinot Noir,Eleven Eleven
14723,Swiftwater Cellars 2012 Syrah (Columbia Valley (WA)),US,90,$35.00 ,Washington,Syrah,Swiftwater Cellars
14724,Mooney Family 2012 Chardonnay (Santa Lucia Highlands),US,92,$46.00 ,California,Chardonnay,Mooney Family
14725,Paul Dolan 2012 Pinot Noir (Potter Valley),US,88,$30.00 ,California,Pinot Noir,Paul Dolan
14726,Cowhorn 2012 Spiral 36 White Table Wine White (Applegate Valley),US,91,$28.00 ,Oregon,RhÃƒÂ´ne-style White Blend,Cowhorn
14727,A Blooming Hill Vineyard 2012 Pinot Noir (Chehalem Mountains),US,85,$20.00 ,Oregon,Pinot Noir,A Blooming Hill Vineyard
14728,Abeja 2012 Chardonnay (Washington),US,94,$36.00 ,Washington,Chardonnay,Abeja
14729,Evening Land 2012 Sun Chase Vineyard Chardonnay (Sonoma Coast),US,92,$40.00 ,California,Chardonnay,Evening Land
14730,Clavo Cellars 2012 Ole AlbariÃƒÂ±o (Paso Robles),US,86,$25.00 ,California,AlbariÃƒÂ±o,Clavo Cellars
14731,Stottle 2012 Merlot (Yakima Valley),US,89,$28.00 ,Washington,Merlot,Stottle
14732,Gorman 2012 Zachary's Ladder Red (Red Mountain),US,89,$30.00 ,Washington,Red Blend,Gorman
14733,Wolfgang Puck 2012 Master Lot Reserve Sauvignon Blanc (California),US,88,$13.00 ,California,Sauvignon Blanc,Wolfgang Puck
14734,ChÃƒÂ¢teau Pichon Longueville 2012 Barrel Sample (Pauillac),France,94,NULL,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau Pichon Longueville
14735,Finca Lalande 2012 Reserva Malbec (Tupungato),Argentina,90,$23.00 ,Mendoza Province,Malbec,Finca Lalande
14736,Anam Cara 2012 Mark VII Pinot Noir (Chehalem Mountains),US,92,$66.00 ,Oregon,Pinot Noir,Anam Cara
14737,Pope Valley Winery 2012 Estate Reserve Cabernet Sauvignon (Napa Valley),US,90,$68.00 ,California,Cabernet Sauvignon,Pope Valley Winery
14738,Donkey & Goat 2012 Fenaughty Vineyard Syrah (El Dorado),US,89,$42.00 ,California,Syrah,Donkey & Goat
14739,Ancient Oak Cellars 2012 Reserve Series Alcaeus Berger Vineyard Red (Sonoma Mountain),US,90,$75.00 ,California,Bordeaux-style Red Blend,Ancient Oak Cellars
14740,ChÃƒÂ¢teau Larteau 2012 Bordeaux SupÃƒÂ©rieur,France,83,$15.00 ,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau Larteau
14741,Shane Wines 2012 The Charm Pinot Noir (Russian River Valley),US,93,$42.00 ,California,Pinot Noir,Shane Wines
14742,Tarara 2012 Winemakers Select Bin 11 Red (Virginia),US,82,$38.00 ,Virginia,Red Blend,Tarara
14743,Luigino Grimaldi 2012 Manzola (Barbaresco),Italy,92,NULL,Piedmont,Nebbiolo,Luigino Grimaldi
14744,Maso Martis 2012 Dosaggio Zero Riserva Sparkling (Trento),Italy,94,$67.00 ,Northeastern Italy,Sparkling Blend,Maso Martis
14745,Thomas Fogarty 2012 Langley Hill Vineyard Estate Grown Chardonnay (Santa Cruz Mountains),US,95,$60.00 ,California,Chardonnay,Thomas Fogarty
14746,Van Ruiten 2012 Rooster Vineyard Sauvignon Blanc (Lake County),US,86,$13.00 ,California,Sauvignon Blanc,Van Ruiten
14747,Goyette 2012 Chardonnay (Sonoma Coast),US,82,$15.00 ,California,Chardonnay,Goyette
14748,Castello di Verrazzano 2012 Chianti Classico,Italy,90,$26.00 ,Tuscany,Red Blend,Castello di Verrazzano
14749,Trapiche 2012 Oak Cask Malbec (Mendoza),Argentina,88,$10.00 ,Mendoza Province,Malbec,Trapiche
14750,Domaine Coustarret 2012 Le Barou (JuranÃƒÂ§on),France,93,$39.00 ,Southwest France,Gros and Petit Manseng,Domaine Coustarret
14751,Fattoria Fibbiano 2012 Casalini (Chianti Superiore),Italy,85,$18.00 ,Tuscany,Red Blend,Fattoria Fibbiano
14752,Natale Verga 2012 Verga Collection (Gavi),Italy,86,$12.00 ,Piedmont,Cortese,Natale Verga
14753,ChÃƒÂ¢teau Deffends 2012 White (CÃƒÂ´tes de Provence),France,87,$15.00 ,Provence,Provence white blend,ChÃƒÂ¢teau Deffends
14754,Hendry 2012 Hendry Vineyard Red (Napa Valley),US,90,$38.00 ,California,Bordeaux-style Red Blend,Hendry
14755,Armida 2012 Il Campo Estate Field Blend Red (Dry Creek Valley),US,90,$48.00 ,California,Red Blend,Armida
14756,Laura Michael 2012 Oat Hill Estate Zinfandel (Calistoga),US,91,$45.00 ,California,Zinfandel,Laura Michael
14757,Brave & Maiden 2012 Estate Limited Merlot (Santa Ynez Valley),US,92,$65.00 ,California,Merlot,Brave & Maiden
14758,Conn Creek 2012 Anthology Cabernet Sauvignon (Napa Valley),US,90,$55.00 ,California,Cabernet Sauvignon,Conn Creek
14759,Charles & Charles 2012 Cabernet Sauvignon-Syrah (Columbia Valley (WA)),US,87,$12.00 ,Washington,Cabernet Sauvignon-Syrah,Charles & Charles
14760,Astorre Noti 2012 Rosso di Montepulciano,Italy,86,$16.00 ,Tuscany,Red Blend,Astorre Noti
14761,Dunning Vineyards 2012 Reserve Petite Sirah (Paso Robles),US,90,$45.00 ,California,Petite Sirah,Dunning Vineyards
14762,Quinta das Carvalhas 2012 Touriga Nacional (Douro),Portugal,89,$20.00 ,Douro,Touriga Nacional,Quinta das Carvalhas
14763,Bishop's Peak 2012 Pinot Noir (San Luis Obispo County),US,87,$20.00 ,California,Pinot Noir,Bishop's Peak
14764,Antiquum Farm 2012 Passiflora Pinot Noir (Willamette Valley),US,92,$55.00 ,Oregon,Pinot Noir,Antiquum Farm
14765,Henri Bourgeois 2012 La Chapelle des Augustins (Sancerre),France,92,$30.00 ,Loire Valley,Sauvignon Blanc,Henri Bourgeois
14766,Tenuta La Fuga 2012 Brunello di Montalcino,Italy,92,$67.00 ,Tuscany,Sangiovese,Tenuta La Fuga
14767,Sonoma-Cutrer 2012 Chardonnay (Sonoma Coast),US,86,$21.00 ,California,Chardonnay,Sonoma-Cutrer
14768,Serenity 2012 Cabernet Franc (Finger Lakes),US,87,$20.00 ,New York,Cabernet Franc,Serenity
14769,Seghesio 2012 San Lorenzo Estate Red (Alexander Valley),US,90,$60.00 ,California,Red Blend,Seghesio
14770,Conde de Altava 2012 Joven Viura (Rioja),Spain,85,NULL,Northern Spain,Viura,Conde de Altava
14771,Balduzzi 2012 Reserva Cabernet Sauvignon (Maule Valley),Chile,88,$12.00 ,Maule Valley,Cabernet Sauvignon,Balduzzi
14772,Chocolate Box 2012 Chardonnay (California),US,84,$12.00 ,California,Chardonnay,Chocolate Box
14773,Viszlay Vineyards 2012 Five Vines Red (Russian River Valley),US,86,$49.00 ,California,Bordeaux-style Red Blend,Viszlay Vineyards
14774,Producta Vignobles 2012 Arnozan RÃƒÂ©serve des Chartrons (Bordeaux),France,88,$10.00 ,Bordeaux,Bordeaux-style Red Blend,Producta Vignobles
14775,Quinta das Carvalhas 2012 Carvalhas QV Red (Douro),Portugal,87,$13.00 ,Douro,Portuguese Red,Quinta das Carvalhas
14776,Monteviejo 2012 Petite Fleur Red (Uco Valley),Argentina,89,$25.00 ,Mendoza Province,Red Blend,Monteviejo
14777,Tenuta di Castellaro 2012 Nero Ossidiana Nero d'Avola (Sicilia),Italy,82,$35.00 ,Sicily & Sardinia,Nero d'Avola,Tenuta di Castellaro
14778,Mas Chappell 2012 Pinot Noir (Wahluke Slope),US,84,$40.00 ,Washington,Pinot Noir,Mas Chappell
14779,Onesta 2012 Bechthold Vineyard Cinsault (Lodi),US,91,$29.00 ,California,Cinsault,Onesta
14780,Testarossa 2012 Brosseau Vineyard Chardonnay (Chalone),US,91,$45.00 ,California,Chardonnay,Testarossa
14781,DeLille 2012 Chaleur Estate Blanc White (Columbia Valley (WA)),US,91,$37.00 ,Washington,Bordeaux-style White Blend,DeLille
14782,Antiyal 2012 Red (Maipo Valley),Chile,91,$75.00 ,Maipo Valley,Red Blend,Antiyal
14783,Poggio Antico 2012 Rosso di Montalcino,Italy,88,$45.00 ,Tuscany,Sangiovese,Poggio Antico
14784,Marco Bonfante 2012 Barolo,Italy,86,$30.00 ,Piedmont,Nebbiolo,Marco Bonfante
14785,Cantarranas 2012 Verdejo (Rueda),Spain,86,$10.00 ,Northern Spain,Verdejo,Cantarranas
14786,Elkhorn Peak 2012 Estate Vineyard Pinot Noir (Napa Valley),US,87,$38.00 ,California,Pinot Noir,Elkhorn Peak
14787,Silvan Ridge 2012 Semillon (Rogue Valley),US,84,$20.00 ,Oregon,SÃƒÂ©millon,Silvan Ridge
14788,Mount Veeder 2012 Cabernet Sauvignon (Napa Valley),US,92,$40.00 ,California,Cabernet Sauvignon,Mount Veeder
14789,Stephen Vincent 2012 Pinot Noir (Sonoma County),US,84,$15.00 ,California,Pinot Noir,Stephen Vincent
14790,Foundry Vineyards 2012 Sangiovese (Walla Walla Valley (WA)),US,91,$25.00 ,Washington,Sangiovese,Foundry Vineyards
